Temperature,Humidity,Precipitation (%),UV Index,Pressure,Condition
24.82115184491675,83.4119715838248,17.89493297321253,9.978796595511964,999.9309547940909,Rainy
22.615844212346317,88.50773112702436,15.30578471430285,10.179656267133051,1006.3272601747391,Rainy
27.152127861213646,53.32096808004292,66.68388685221652,11.152775351699741,1009.6684676592446,Sunny
22.58848018904738,32.3523480655059,68.8648118013104,7.832533742680784,996.4906765156364,Cloudy
27.2996244527774,90.66056857448756,60.55983159636968,9.562319556692977,994.7750604562227,Sunny
31.26591318778584,43.481718352221186,48.538706124633094,9.54877144445424,1012.4311131474062,Sunny
29.233280874635593,30.730285050585454,73.16603362686904,1.5066569684677291,1007.473221235531,Cloudy
31.222899412708514,86.56426091186522,96.17651498890629,2.054406317734757,1012.0557397908595,Sunny
20.57239558846046,47.0032005709345,36.36998173102618,4.172157440999962,1000.3106077855888,Sunny
26.17394618232715,45.891378738518156,71.89355231861927,3.389542651578953,1014.3154414618305,Sunny
29.77662511284379,70.34008866049813,64.48597644217855,11.25773470256274,1000.3046967293731,Sunny
32.07614876376237,53.1117985055479,83.22111151135839,10.715711784138506,1008.5610367846076,Rainy
27.8787296615809,86.6936932613663,25.15997705234907,7.394497272042651,1016.9338380652016,Cloudy
23.588061883275927,50.71678878982904,47.9145506456868,1.384972772128671,1019.5686602423514,Rainy
21.682175472653903,49.726208751422035,29.196279696379747,6.182768137171058,1004.8631400417503,Rainy
20.002591657019643,66.71304558262227,21.78436549894154,4.406561206316165,1018.5828305063354,Cloudy
25.478147489652997,43.45642607019378,67.73491848727356,3.98795579757467,1007.0964109329535,Rainy
28.44703398730563,52.2645400303943,91.1963084976221,2.5607879017519424,994.5342057054953,Rainy
20.838185438425747,59.646940513803635,1.2914147360703288,2.7425767525922975,1007.3325355967228,Cloudy
28.01940166135085,85.36352138519538,78.13126562757553,6.283764601450774,991.4245087088946,Cloudy
34.406767080946686,56.925872021512774,66.38222133467107,11.023222919874943,1016.4782736065899,Sunny
33.271178049322735,76.83268751851548,62.4209341883118,9.327314924110063,990.5055005432512,Cloudy
24.012224583045715,44.18463638873854,84.00781439543294,10.409417761133177,997.0612372329495,Rainy
28.912858942737746,48.317079402561696,8.181977985593193,3.2126617826695676,997.3196271546798,Cloudy
34.94403374145028,54.87757405689633,68.28061311917651,2.5327768422102843,991.9396866578498,Rainy
33.61390401005802,77.74530143267776,3.5264111932172826,5.712207076680668,1009.4874845694304,Sunny
27.467319623899947,64.03047368100293,8.717653624611643,5.572342813783003,1013.4515720152108,Rainy
27.83487386663503,65.54143349881124,9.861301318383298,10.864751526025538,1017.7206599078634,Sunny
26.878140019510365,79.60661730982227,96.27771442672902,6.363286998290556,1013.9351112001021,Cloudy
20.495330068076267,56.87141197438986,82.35078117013084,5.676944453651032,1003.0410600593306,Cloudy
25.92066812409173,82.80145707006257,5.007888135018657,11.335566057209544,1015.222263575417,Rainy
25.757186141082414,70.97677680323582,37.34869718728772,10.92404127781316,1000.8202637435686,Sunny
30.346589237232408,86.05492283069623,13.70561490957315,7.015769134333592,994.7969830774476,Sunny
34.73209536953212,81.74517686250482,34.042913864305376,10.2514161604355,1008.2916745429999,Cloudy
32.48274413024479,89.10292777561747,52.30727361523726,11.84434011816263,1006.0198871383294,Sunny
26.697023947232072,78.5617216240972,1.896523629525404,4.683951012827248,1006.1449418816414,Sunny
23.500641934314356,37.74459579284066,16.095503675834433,2.2357842446916636,1018.028478262517,Cloudy
20.092438344352953,44.38506512204904,67.24994069299264,5.97807730050188,1018.8451781932025,Cloudy
29.299442606123364,88.63083155590627,36.80694240307534,10.215888342363268,1006.0618909339402,Cloudy
31.13722804632627,94.11360641208067,39.889129840196155,4.954577874926399,997.8647921305413,Sunny
20.846193823313193,55.019682154740835,45.70251800507186,7.075856523233169,1014.7677213022258,Sunny
23.976187001988258,49.70460252472128,61.52029855766587,6.553792897484658,1006.3798937852433,Rainy
31.50805954289227,92.87239371359203,82.3309233819375,7.3692452972884315,1018.3962312060454,Cloudy
26.918481244272712,83.15453436674173,92.40380453281932,3.1352980588441057,1015.2892893099561,Cloudy
20.280314005820614,45.318405432624736,78.79562264951136,2.5935483202379577,998.8965193182248,Cloudy
20.186193076577574,83.56011211639753,99.2983087718697,2.5982460057994623,1006.5035008245817,Rainy
32.18395835780975,84.39653734201863,37.771785465990746,7.232754948774877,1003.4345924645019,Sunny
31.197525350509096,50.847500401892326,84.309686307431,10.797154334720544,1001.1898830847,Sunny
32.68278631310967,51.83122161627705,52.48700930045887,4.1202972764112005,996.6746020635421,Rainy
26.569298979544424,50.103551981954546,43.768955359835196,4.148523394987214,990.8859814980856,Sunny
25.516443094262346,79.45420279092878,2.115080524234325,2.3783995599369305,1014.4223752377554,Cloudy
24.872624746591562,60.94302275653878,28.059298138532306,1.769905029975415,998.7304606925435,Rainy
32.51542074280637,48.82578708531469,11.033613368409156,6.48897165668586,1012.8502400932551,Cloudy
28.007909092433906,59.52949048945253,49.66316493249676,8.932657204492031,1015.0557767767278,Rainy
27.400520049471645,76.66891520301016,92.17736277030556,7.877359333570812,1016.9757370491084,Sunny
29.70467789008602,85.74657834757977,11.045843019176505,4.853682540751163,1003.3663123479448,Sunny
20.746580630676416,94.87682826794878,70.69775869417137,10.22786526302634,1010.0528788066631,Cloudy
22.746494469871323,66.98538330589044,93.90957064598216,6.695388565857604,997.5152932811517,Rainy
20.729822973074082,52.57964160370838,91.92074886222078,1.8831400152456115,997.9108379655258,Cloudy
21.181206321638307,56.72783576974034,50.09103371770763,3.043517693930815,1015.0073845642294,Rainy
29.388477343506864,92.00698921500776,7.512813462794366,9.365571660113993,1000.1213706511076,Cloudy
25.497191915108104,93.8233201185513,63.177497143211404,5.699447431430576,1018.1189172552808,Cloudy
21.74624738717948,77.85551228118786,62.41533784091129,3.1549495228476583,1009.1842544894514,Sunny
30.851489923695166,46.04600552916112,15.130544232131104,8.769274601428938,993.429790402179,Sunny
34.48517096623526,30.66553082789124,40.198822733465136,11.10573999750559,1012.8597761577405,Cloudy
22.12382069429899,61.31900186464395,16.475853173083998,1.7246352548360164,1017.9980618779362,Sunny
33.941190145662205,79.89700683415936,38.27463819411712,5.746439554552906,1003.1581496044707,Rainy
32.83376919713621,30.62102690409639,74.51298698627846,8.278063782850463,1008.3975882696817,Cloudy
27.142469215236975,73.17420476486151,91.59858756095387,8.800314798852606,1010.1497460777733,Rainy
25.950953898848883,68.36380988529841,48.78521222270332,5.934334981319701,1008.3650806004159,Sunny
27.892665926513185,90.12895388114104,88.61382420069951,10.962293182918513,1015.0797837399941,Cloudy
24.19145404994366,75.8994456081257,69.84327502459693,5.78251042253779,1019.811100164512,Sunny
30.898346078131198,31.014385749025937,53.85708021026292,4.638635290000227,993.4803670381782,Sunny
30.56050047980264,64.93660493918216,43.11204285242481,2.011733142662929,1013.0499799108211,Cloudy
33.45047358191214,72.29322919171932,68.83485914947394,3.4280845290834963,1011.3725752783172,Rainy
27.18845170864838,46.59952197342339,90.97933888787702,0.4926333723127949,992.8669841370145,Rainy
27.25059581887835,76.89724563246637,51.0948942698252,2.503463709467579,1015.7510170108736,Sunny
31.837186191502084,46.10888805617594,35.18297819267152,8.437366520031834,1001.7688811840732,Cloudy
22.150863521686553,72.95202465570213,41.81167507374748,2.1724494830319805,991.1665280922396,Cloudy
23.290957942445488,62.82580359995633,8.280546617608842,8.112469557950654,1002.3472269678585,Rainy
27.227141717293076,57.20764060822006,46.39407174321999,3.1131495788440584,993.3771734301743,Cloudy
22.098704798782432,80.13562388900934,19.36967981046902,3.6552980961159847,1007.5871035053307,Cloudy
25.54555546459935,36.287264524783616,24.975147606172698,8.02836297330941,1012.2522121478173,Cloudy
34.70188152664635,71.65806299239443,44.22081800454285,9.730187457262915,990.8931950528026,Sunny
24.730491213346998,62.299481123469064,48.16383260814623,5.433933507890039,993.0800386089152,Sunny
